"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Fine Particulate Matter (µg/m³)
	"Rolette County, ND"	"38079"	"2007"	"2007"	8.88
	"Rolette County, ND"	"38079"	"2008"	"2008"	6.69
	"Sargent County, ND"	"38081"	"2003"	"2003"	10.25
	"Sargent County, ND"	"38081"	"2004"	"2004"	10.23
	"Sargent County, ND"	"38081"	"2005"	"2005"	10.46
	"Sargent County, ND"	"38081"	"2006"	"2006"	9.76
	"Sargent County, ND"	"38081"	"2007"	"2007"	10.67
	"Sargent County, ND"	"38081"	"2008"	"2008"	8.73
	"Sheridan County, ND"	"38083"	"2003"	"2003"	8.89
	"Sheridan County, ND"	"38083"	"2004"	"2004"	9.16
	"Sheridan County, ND"	"38083"	"2005"	"2005"	8.82
	"Sheridan County, ND"	"38083"	"2006"	"2006"	8.49
	"Sheridan County, ND"	"38083"	"2007"	"2007"	9.14
	"Sheridan County, ND"	"38083"	"2008"	"2008"	6.97
	"Sioux County, ND"	"38085"	"2003"	"2003"	8.62
	"Sioux County, ND"	"38085"	"2004"	"2004"	9.09
	"Sioux County, ND"	"38085"	"2005"	"2005"	8.89
	"Sioux County, ND"	"38085"	"2006"	"2006"	8.41
	"Sioux County, ND"	"38085"	"2007"	"2007"	9.23
	"Sioux County, ND"	"38085"	"2008"	"2008"	7.06
	"Slope County, ND"	"38087"	"2003"	"2003"	8.74
	"Slope County, ND"	"38087"	"2004"	"2004"	9.44
	"Slope County, ND"	"38087"	"2005"	"2005"	8.97
	"Slope County, ND"	"38087"	"2006"	"2006"	8.70
	"Slope County, ND"	"38087"	"2007"	"2007"	9.70
	"Slope County, ND"	"38087"	"2008"	"2008"	6.90
	"Stark County, ND"	"38089"	"2003"	"2003"	8.77
	"Stark County, ND"	"38089"	"2004"	"2004"	9.35
	"Stark County, ND"	"38089"	"2005"	"2005"	8.86
	"Stark County, ND"	"38089"	"2006"	"2006"	8.65
	"Stark County, ND"	"38089"	"2007"	"2007"	9.62
	"Stark County, ND"	"38089"	"2008"	"2008"	6.90
	"Steele County, ND"	"38091"	"2003"	"2003"	10.07
	"Steele County, ND"	"38091"	"2004"	"2004"	9.94
	"Steele County, ND"	"38091"	"2005"	"2005"	9.64
	"Steele County, ND"	"38091"	"2006"	"2006"	9.60
	"Steele County, ND"	"38091"	"2007"	"2007"	10.16
	"Steele County, ND"	"38091"	"2008"	"2008"	8.10
	"Stutsman County, ND"	"38093"	"2003"	"2003"	9.18
	"Stutsman County, ND"	"38093"	"2004"	"2004"	9.32
	"Stutsman County, ND"	"38093"	"2005"	"2005"	9.12
	"Stutsman County, ND"	"38093"	"2006"	"2006"	8.65
	"Stutsman County, ND"	"38093"	"2007"	"2007"	9.33
	"Stutsman County, ND"	"38093"	"2008"	"2008"	7.46
	"Towner County, ND"	"38095"	"2003"	"2003"	8.78
	"Towner County, ND"	"38095"	"2004"	"2004"	8.93
	"Towner County, ND"	"38095"	"2005"	"2005"	8.41
	"Towner County, ND"	"38095"	"2006"	"2006"	8.41
	"Towner County, ND"	"38095"	"2007"	"2007"	8.73
	"Towner County, ND"	"38095"	"2008"	"2008"	6.65
	"Traill County, ND"	"38097"	"2003"	"2003"	10.56
	"Traill County, ND"	"38097"	"2004"	"2004"	10.29
	"Traill County, ND"	"38097"	"2005"	"2005"	9.99
	"Traill County, ND"	"38097"	"2006"	"2006"	10.10
	"Traill County, ND"	"38097"	"2007"	"2007"	10.64
	"Traill County, ND"	"38097"	"2008"	"2008"	8.53
	"Walsh County, ND"	"38099"	"2003"	"2003"	9.95
	"Walsh County, ND"	"38099"	"2004"	"2004"	9.78
	"Walsh County, ND"	"38099"	"2005"	"2005"	9.09
	"Walsh County, ND"	"38099"	"2006"	"2006"	9.53
	"Walsh County, ND"	"38099"	"2007"	"2007"	9.90
	"Walsh County, ND"	"38099"	"2008"	"2008"	7.71
	"Ward County, ND"	"38101"	"2003"	"2003"	9.25
	"Ward County, ND"	"38101"	"2004"	"2004"	9.39
	"Ward County, ND"	"38101"	"2005"	"2005"	9.11
	"Ward County, ND"	"38101"	"2006"	"2006"	8.89
	"Ward County, ND"	"38101"	"2007"	"2007"	9.52
	"Ward County, ND"	"38101"	"2008"	"2008"	6.99
	"Wells County, ND"	"38103"	"2003"	"2003"	8.81
	"Wells County, ND"	"38103"	"2004"	"2004"	9.06
	"Wells County, ND"	"38103"	"2005"	"2005"	8.73
	"Wells County, ND"	"38103"	"2006"	"2006"	8.37
	"Wells County, ND"	"38103"	"2007"	"2007"	8.96
	"Wells County, ND"	"38103"	"2008"	"2008"	6.96
	"Williams County, ND"	"38105"	"2003"	"2003"	9.92
	"Williams County, ND"	"38105"	"2004"	"2004"	9.94
	"Williams County, ND"	"38105"	"2005"	"2005"	9.76
	"Williams County, ND"	"38105"	"2006"	"2006"	9.52
	"Williams County, ND"	"38105"	"2007"	"2007"	10.27
	"Williams County, ND"	"38105"	"2008"	"2008"	7.38
	"Adams County, OH"	"39001"	"2003"	"2003"	15.48
	"Adams County, OH"	"39001"	"2004"	"2004"	14.64
	"Adams County, OH"	"39001"	"2005"	"2005"	15.93
	"Adams County, OH"	"39001"	"2006"	"2006"	14.44
	"Adams County, OH"	"39001"	"2007"	"2007"	15.32
	"Adams County, OH"	"39001"	"2008"	"2008"	13.10
	"Allen County, OH"	"39003"	"2003"	"2003"	15.39
	"Allen County, OH"	"39003"	"2004"	"2004"	14.97
	"Allen County, OH"	"39003"	"2005"	"2005"	16.15
	"Allen County, OH"	"39003"	"2006"	"2006"	14.02
	"Allen County, OH"	"39003"	"2007"	"2007"	13.70
	"Allen County, OH"	"39003"	"2008"	"2008"	13.22
	"Ashland County, OH"	"39005"	"2003"	"2003"	15.16
	"Ashland County, OH"	"39005"	"2004"	"2004"	14.88
	"Ashland County, OH"	"39005"	"2005"	"2005"	15.94
	"Ashland County, OH"	"39005"	"2006"	"2006"	14.03
	"Ashland County, OH"	"39005"	"2007"	"2007"	14.13
	"Ashland County, OH"	"39005"	"2008"	"2008"	13.86
	"Ashtabula County, OH"	"39007"	"2003"	"2003"	14.61
	"Ashtabula County, OH"	"39007"	"2004"	"2004"	13.96
	"Ashtabula County, OH"	"39007"	"2005"	"2005"	15.35
	"Ashtabula County, OH"	"39007"	"2006"	"2006"	12.94
	"Ashtabula County, OH"	"39007"	"2007"	"2007"	13.32
	"Ashtabula County, OH"	"39007"	"2008"	"2008"	14.05
	"Athens County, OH"	"39009"	"2003"	"2003"	15.20
	"Athens County, OH"	"39009"	"2004"	"2004"	14.61
	"Athens County, OH"	"39009"	"2005"	"2005"	15.64
	"Athens County, OH"	"39009"	"2006"	"2006"	14.22
	"Athens County, OH"	"39009"	"2007"	"2007"	15.04
	"Athens County, OH"	"39009"	"2008"	"2008"	13.08
	"Auglaize County, OH"	"39011"	"2003"	"2003"	15.43
	"Auglaize County, OH"	"39011"	"2004"	"2004"	15.00
	"Auglaize County, OH"	"39011"	"2005"	"2005"	16.20
	"Auglaize County, OH"	"39011"	"2006"	"2006"	14.05
	"Auglaize County, OH"	"39011"	"2007"	"2007"	13.80
