"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Fine Particulate Matter (µg/m³)
	"Stephenson County, IL"	"17177"	"2005"	"2005"	13.66
	"Stephenson County, IL"	"17177"	"2006"	"2006"	12.42
	"Stephenson County, IL"	"17177"	"2007"	"2007"	13.20
	"Stephenson County, IL"	"17177"	"2008"	"2008"	11.55
	"Tazewell County, IL"	"17179"	"2003"	"2003"	14.32
	"Tazewell County, IL"	"17179"	"2004"	"2004"	13.17
	"Tazewell County, IL"	"17179"	"2005"	"2005"	15.11
	"Tazewell County, IL"	"17179"	"2006"	"2006"	12.69
	"Tazewell County, IL"	"17179"	"2007"	"2007"	13.37
	"Tazewell County, IL"	"17179"	"2008"	"2008"	11.86
	"Union County, IL"	"17181"	"2003"	"2003"	14.62
	"Union County, IL"	"17181"	"2004"	"2004"	13.56
	"Union County, IL"	"17181"	"2005"	"2005"	15.69
	"Union County, IL"	"17181"	"2006"	"2006"	13.76
	"Union County, IL"	"17181"	"2007"	"2007"	14.28
	"Union County, IL"	"17181"	"2008"	"2008"	12.58
	"Vermilion County, IL"	"17183"	"2003"	"2003"	16.17
	"Vermilion County, IL"	"17183"	"2004"	"2004"	14.76
	"Vermilion County, IL"	"17183"	"2005"	"2005"	17.04
	"Vermilion County, IL"	"17183"	"2006"	"2006"	14.24
	"Vermilion County, IL"	"17183"	"2007"	"2007"	14.34
	"Vermilion County, IL"	"17183"	"2008"	"2008"	12.64
	"Wabash County, IL"	"17185"	"2003"	"2003"	15.72
	"Wabash County, IL"	"17185"	"2004"	"2004"	14.62
	"Wabash County, IL"	"17185"	"2005"	"2005"	17.12
	"Wabash County, IL"	"17185"	"2006"	"2006"	15.03
	"Wabash County, IL"	"17185"	"2007"	"2007"	15.20
	"Wabash County, IL"	"17185"	"2008"	"2008"	13.43
	"Warren County, IL"	"17187"	"2003"	"2003"	12.71
	"Warren County, IL"	"17187"	"2004"	"2004"	11.87
	"Warren County, IL"	"17187"	"2005"	"2005"	13.52
	"Warren County, IL"	"17187"	"2006"	"2006"	11.56
	"Warren County, IL"	"17187"	"2007"	"2007"	12.78
	"Warren County, IL"	"17187"	"2008"	"2008"	11.40
	"Washington County, IL"	"17189"	"2003"	"2003"	14.47
	"Washington County, IL"	"17189"	"2004"	"2004"	13.36
	"Washington County, IL"	"17189"	"2005"	"2005"	15.82
	"Washington County, IL"	"17189"	"2006"	"2006"	13.71
	"Washington County, IL"	"17189"	"2007"	"2007"	14.10
	"Washington County, IL"	"17189"	"2008"	"2008"	12.56
	"Wayne County, IL"	"17191"	"2003"	"2003"	15.28
	"Wayne County, IL"	"17191"	"2004"	"2004"	14.17
	"Wayne County, IL"	"17191"	"2005"	"2005"	16.66
	"Wayne County, IL"	"17191"	"2006"	"2006"	14.56
	"Wayne County, IL"	"17191"	"2007"	"2007"	14.80
	"Wayne County, IL"	"17191"	"2008"	"2008"	13.12
	"White County, IL"	"17193"	"2003"	"2003"	15.60
	"White County, IL"	"17193"	"2004"	"2004"	14.48
	"White County, IL"	"17193"	"2005"	"2005"	16.91
	"White County, IL"	"17193"	"2006"	"2006"	14.89
	"White County, IL"	"17193"	"2007"	"2007"	15.08
	"White County, IL"	"17193"	"2008"	"2008"	13.30
	"Whiteside County, IL"	"17195"	"2003"	"2003"	13.07
	"Whiteside County, IL"	"17195"	"2004"	"2004"	12.12
	"Whiteside County, IL"	"17195"	"2005"	"2005"	13.93
	"Whiteside County, IL"	"17195"	"2006"	"2006"	12.23
	"Whiteside County, IL"	"17195"	"2007"	"2007"	13.12
	"Whiteside County, IL"	"17195"	"2008"	"2008"	11.65
	"Will County, IL"	"17197"	"2003"	"2003"	15.16
	"Will County, IL"	"17197"	"2004"	"2004"	14.04
	"Will County, IL"	"17197"	"2005"	"2005"	15.97
	"Will County, IL"	"17197"	"2006"	"2006"	13.87
	"Will County, IL"	"17197"	"2007"	"2007"	13.89
	"Will County, IL"	"17197"	"2008"	"2008"	12.34
	"Williamson County, IL"	"17199"	"2003"	"2003"	14.95
	"Williamson County, IL"	"17199"	"2004"	"2004"	13.87
	"Williamson County, IL"	"17199"	"2005"	"2005"	16.13
	"Williamson County, IL"	"17199"	"2006"	"2006"	14.15
	"Williamson County, IL"	"17199"	"2007"	"2007"	14.56
	"Williamson County, IL"	"17199"	"2008"	"2008"	12.79
	"Winnebago County, IL"	"17201"	"2003"	"2003"	13.14
	"Winnebago County, IL"	"17201"	"2004"	"2004"	12.32
	"Winnebago County, IL"	"17201"	"2005"	"2005"	14.02
	"Winnebago County, IL"	"17201"	"2006"	"2006"	12.83
	"Winnebago County, IL"	"17201"	"2007"	"2007"	13.34
	"Winnebago County, IL"	"17201"	"2008"	"2008"	11.72
	"Woodford County, IL"	"17203"	"2003"	"2003"	14.52
	"Woodford County, IL"	"17203"	"2004"	"2004"	13.34
	"Woodford County, IL"	"17203"	"2005"	"2005"	15.25
	"Woodford County, IL"	"17203"	"2006"	"2006"	12.83
	"Woodford County, IL"	"17203"	"2007"	"2007"	13.43
	"Woodford County, IL"	"17203"	"2008"	"2008"	11.88
	"Adams County, IN"	"18001"	"2003"	"2003"	15.58
	"Adams County, IN"	"18001"	"2004"	"2004"	14.93
	"Adams County, IN"	"18001"	"2005"	"2005"	16.32
	"Adams County, IN"	"18001"	"2006"	"2006"	14.03
	"Adams County, IN"	"18001"	"2007"	"2007"	13.77
	"Adams County, IN"	"18001"	"2008"	"2008"	13.04
	"Allen County, IN"	"18003"	"2003"	"2003"	15.51
	"Allen County, IN"	"18003"	"2004"	"2004"	14.77
	"Allen County, IN"	"18003"	"2005"	"2005"	16.23
	"Allen County, IN"	"18003"	"2006"	"2006"	14.02
	"Allen County, IN"	"18003"	"2007"	"2007"	13.73
	"Allen County, IN"	"18003"	"2008"	"2008"	12.70
	"Bartholomew County, IN"	"18005"	"2003"	"2003"	15.70
	"Bartholomew County, IN"	"18005"	"2004"	"2004"	14.70
	"Bartholomew County, IN"	"18005"	"2005"	"2005"	16.64
	"Bartholomew County, IN"	"18005"	"2006"	"2006"	14.63
	"Bartholomew County, IN"	"18005"	"2007"	"2007"	15.14
	"Bartholomew County, IN"	"18005"	"2008"	"2008"	13.32
	"Benton County, IN"	"18007"	"2003"	"2003"	16.26
	"Benton County, IN"	"18007"	"2004"	"2004"	14.87
	"Benton County, IN"	"18007"	"2005"	"2005"	16.93
	"Benton County, IN"	"18007"	"2006"	"2006"	14.05
	"Benton County, IN"	"18007"	"2007"	"2007"	14.05
	"Benton County, IN"	"18007"	"2008"	"2008"	12.51
	"Blackford County, IN"	"18009"	"2003"	"2003"	15.74
	"Blackford County, IN"	"18009"	"2004"	"2004"	14.94
	"Blackford County, IN"	"18009"	"2005"	"2005"	16.48
	"Blackford County, IN"	"18009"	"2006"	"2006"	14.09
	"Blackford County, IN"	"18009"	"2007"	"2007"	13.98
	"Blackford County, IN"	"18009"	"2008"	"2008"	13.07
	"Boone County, IN"	"18011"	"2003"	"2003"	15.90
	"Boone County, IN"	"18011"	"2004"	"2004"	14.81
	"Boone County, IN"	"18011"	"2005"	"2005"	16.75
	"Boone County, IN"	"18011"	"2006"	"2006"	14.29
	"Boone County, IN"	"18011"	"2007"	"2007"	14.41
	"Boone County, IN"	"18011"	"2008"	"2008"	12.96
	"Brown County, IN"	"18013"	"2003"	"2003"	15.68
	"Brown County, IN"	"18013"	"2004"	"2004"	14.66
	"Brown County, IN"	"18013"	"2005"	"2005"	16.71
	"Brown County, IN"	"18013"	"2006"	"2006"	14.64
	"Brown County, IN"	"18013"	"2007"	"2007"	15.10
	"Brown County, IN"	"18013"	"2008"	"2008"	13.30
	"Carroll County, IN"	"18015"	"2003"	"2003"	16.06
	"Carroll County, IN"	"18015"	"2004"	"2004"	14.90
	"Carroll County, IN"	"18015"	"2005"	"2005"	16.75
	"Carroll County, IN"	"18015"	"2006"	"2006"	14.05
	"Carroll County, IN"	"18015"	"2007"	"2007"	13.98
	"Carroll County, IN"	"18015"	"2008"	"2008"	12.71
	"Cass County, IN"	"18017"	"2003"	"2003"	15.91
	"Cass County, IN"	"18017"	"2004"	"2004"	14.84
	"Cass County, IN"	"18017"	"2005"	"2005"	16.61
	"Cass County, IN"	"18017"	"2006"	"2006"	14.03
	"Cass County, IN"	"18017"	"2007"	"2007"	13.91
	"Cass County, IN"	"18017"	"2008"	"2008"	12.70
	"Clark County, IN"	"18019"	"2003"	"2003"	15.49
	"Clark County, IN"	"18019"	"2004"	"2004"	14.53
	"Clark County, IN"	"18019"	"2005"	"2005"	16.41
	"Clark County, IN"	"18019"	"2006"	"2006"	14.70
	"Clark County, IN"	"18019"	"2007"	"2007"	15.23
	"Clark County, IN"	"18019"	"2008"	"2008"	13.16
	"Clay County, IN"	"18021"	"2003"	"2003"	15.73
	"Clay County, IN"	"18021"	"2004"	"2004"	14.62
	"Clay County, IN"	"18021"	"2005"	"2005"	16.89
	"Clay County, IN"	"18021"	"2006"	"2006"	14.59
	"Clay County, IN"	"18021"	"2007"	"2007"	14.87
	"Clay County, IN"	"18021"	"2008"	"2008"	13.16
	"Clinton County, IN"	"18023"	"2003"	"2003"	15.98
	"Clinton County, IN"	"18023"	"2004"	"2004"	14.86
	"Clinton County, IN"	"18023"	"2005"	"2005"	16.75
	"Clinton County, IN"	"18023"	"2006"	"2006"	14.16
	"Clinton County, IN"	"18023"	"2007"	"2007"	14.18
	"Clinton County, IN"	"18023"	"2008"	"2008"	12.85
	"Crawford County, IN"	"18025"	"2003"	"2003"	15.56
	"Crawford County, IN"	"18025"	"2004"	"2004"	14.56
	"Crawford County, IN"	"18025"	"2005"	"2005"	16.64
	"Crawford County, IN"	"18025"	"2006"	"2006"	14.84
	"Crawford County, IN"	"18025"	"2007"	"2007"	15.23
	"Crawford County, IN"	"18025"	"2008"	"2008"	13.23
	"Daviess County, IN"	"18027"	"2003"	"2003"	15.62
	"Daviess County, IN"	"18027"	"2004"	"2004"	14.57
	"Daviess County, IN"	"18027"	"2005"	"2005"	16.89
	"Daviess County, IN"	"18027"	"2006"	"2006"	14.86
	"Daviess County, IN"	"18027"	"2007"	"2007"	15.19
	"Daviess County, IN"	"18027"	"2008"	"2008"	13.35
	"Dearborn County, IN"	"18029"	"2003"	"2003"	15.75
	"Dearborn County, IN"	"18029"	"2004"	"2004"	14.78
	"Dearborn County, IN"	"18029"	"2005"	"2005"	16.45
	"Dearborn County, IN"	"18029"	"2006"	"2006"	14.61
	"Dearborn County, IN"	"18029"	"2007"	"2007"	15.32
	"Dearborn County, IN"	"18029"	"2008"	"2008"	13.37
	"Decatur County, IN"	"18031"	"2003"	"2003"	15.72
	"Decatur County, IN"	"18031"	"2004"	"2004"	14.75
	"Decatur County, IN"	"18031"	"2005"	"2005"	16.56
	"Decatur County, IN"	"18031"	"2006"	"2006"	14.57
	"Decatur County, IN"	"18031"	"2007"	"2007"	15.10
	"Decatur County, IN"	"18031"	"2008"	"2008"	13.31
	"De Kalb County, IN"	"18033"	"2003"	"2003"	15.42
	"De Kalb County, IN"	"18033"	"2004"	"2004"	14.67
	"De Kalb County, IN"	"18033"	"2005"	"2005"	16.13
	"De Kalb County, IN"	"18033"	"2006"	"2006"	14.01
	"De Kalb County, IN"	"18033"	"2007"	"2007"	13.68
	"De Kalb County, IN"	"18033"	"2008"	"2008"	12.48
	"Delaware County, IN"	"18035"	"2003"	"2003"	15.75
	"Delaware County, IN"	"18035"	"2004"	"2004"	14.90
	"Delaware County, IN"	"18035"	"2005"	"2005"	16.50
	"Delaware County, IN"	"18035"	"2006"	"2006"	14.19
	"Delaware County, IN"	"18035"	"2007"	"2007"	14.21
	"Delaware County, IN"	"18035"	"2008"	"2008"	13.10
	"Dubois County, IN"	"18037"	"2003"	"2003"	15.63
	"Dubois County, IN"	"18037"	"2004"	"2004"	14.60
	"Dubois County, IN"	"18037"	"2005"	"2005"	16.81
	"Dubois County, IN"	"18037"	"2006"	"2006"	14.92
	"Dubois County, IN"	"18037"	"2007"	"2007"	15.23
	"Dubois County, IN"	"18037"	"2008"	"2008"	13.31
	"Elkhart County, IN"	"18039"	"2003"	"2003"	15.30
	"Elkhart County, IN"	"18039"	"2004"	"2004"	14.43
	"Elkhart County, IN"	"18039"	"2005"	"2005"	16.04
	"Elkhart County, IN"	"18039"	"2006"	"2006"	14.01
	"Elkhart County, IN"	"18039"	"2007"	"2007"	13.74
	"Elkhart County, IN"	"18039"	"2008"	"2008"	12.35
	"Fayette County, IN"	"18041"	"2003"	"2003"	15.72
	"Fayette County, IN"	"18041"	"2004"	"2004"	14.83
	"Fayette County, IN"	"18041"	"2005"	"2005"	16.48
	"Fayette County, IN"	"18041"	"2006"	"2006"	14.42
	"Fayette County, IN"	"18041"	"2007"	"2007"	14.78
	"Fayette County, IN"	"18041"	"2008"	"2008"	13.26
	"Floyd County, IN"	"18043"	"2003"	"2003"	15.47
	"Floyd County, IN"	"18043"	"2004"	"2004"	14.50
	"Floyd County, IN"	"18043"	"2005"	"2005"	16.43
	"Floyd County, IN"	"18043"	"2006"	"2006"	14.74
	"Floyd County, IN"	"18043"	"2007"	"2007"	15.21
	"Floyd County, IN"	"18043"	"2008"	"2008"	13.14
	"Fountain County, IN"	"18045"	"2003"	"2003"	16.05
	"Fountain County, IN"	"18045"	"2004"	"2004"	14.78
	"Fountain County, IN"	"18045"	"2005"	"2005"	16.93
	"Fountain County, IN"	"18045"	"2006"	"2006"	14.27
	"Fountain County, IN"	"18045"	"2007"	"2007"	14.37
	"Fountain County, IN"	"18045"	"2008"	"2008"	12.78
	"Franklin County, IN"	"18047"	"2003"	"2003"	15.73
	"Franklin County, IN"	"18047"	"2004"	"2004"	14.81
	"Franklin County, IN"	"18047"	"2005"	"2005"	16.46
	"Franklin County, IN"	"18047"	"2006"	"2006"	14.51
	"Franklin County, IN"	"18047"	"2007"	"2007"	15.04
	"Franklin County, IN"	"18047"	"2008"	"2008"	13.32
	"Fulton County, IN"	"18049"	"2003"	"2003"	15.65
	"Fulton County, IN"	"18049"	"2004"	"2004"	14.66
	"Fulton County, IN"	"18049"	"2005"	"2005"	16.37
	"Fulton County, IN"	"18049"	"2006"	"2006"	14.02
	"Fulton County, IN"	"18049"	"2007"	"2007"	13.85
	"Fulton County, IN"	"18049"	"2008"	"2008"	12.58
	"Gibson County, IN"	"18051"	"2003"	"2003"	15.76
	"Gibson County, IN"	"18051"	"2004"	"2004"	14.67
	"Gibson County, IN"	"18051"	"2005"	"2005"	17.08
	"Gibson County, IN"	"18051"	"2006"	"2006"	15.07
	"Gibson County, IN"	"18051"	"2007"	"2007"	15.26
	"Gibson County, IN"	"18051"	"2008"	"2008"	13.43
	"Grant County, IN"	"18053"	"2003"	"2003"	15.82
	"Grant County, IN"	"18053"	"2004"	"2004"	14.94
	"Grant County, IN"	"18053"	"2005"	"2005"	16.55
	"Grant County, IN"	"18053"	"2006"	"2006"	14.07
	"Grant County, IN"	"18053"	"2007"	"2007"	13.96
	"Grant County, IN"	"18053"	"2008"	"2008"	12.97
	"Greene County, IN"	"18055"	"2003"	"2003"	15.59
	"Greene County, IN"	"18055"	"2004"	"2004"	14.56
	"Greene County, IN"	"18055"	"2005"	"2005"	16.85
	"Greene County, IN"	"18055"	"2006"	"2006"	14.76
	"Greene County, IN"	"18055"	"2007"	"2007"	15.15
	"Greene County, IN"	"18055"	"2008"	"2008"	13.35
	"Hamilton County, IN"	"18057"	"2003"	"2003"	15.84
	"Hamilton County, IN"	"18057"	"2004"	"2004"	14.83
	"Hamilton County, IN"	"18057"	"2005"	"2005"	16.66
	"Hamilton County, IN"	"18057"	"2006"	"2006"	14.28
	"Hamilton County, IN"	"18057"	"2007"	"2007"	14.40
	"Hamilton County, IN"	"18057"	"2008"	"2008"	13.03
	"Hancock County, IN"	"18059"	"2003"	"2003"	15.78
	"Hancock County, IN"	"18059"	"2004"	"2004"	14.81
	"Hancock County, IN"	"18059"	"2005"	"2005"	16.60
	"Hancock County, IN"	"18059"	"2006"	"2006"	14.37
	"Hancock County, IN"	"18059"	"2007"	"2007"	14.60
	"Hancock County, IN"	"18059"	"2008"	"2008"	13.14
	"Harrison County, IN"	"18061"	"2003"	"2003"	15.49
	"Harrison County, IN"	"18061"	"2004"	"2004"	14.51
	"Harrison County, IN"	"18061"	"2005"	"2005"	16.49
	"Harrison County, IN"	"18061"	"2006"	"2006"	14.80
	"Harrison County, IN"	"18061"	"2007"	"2007"	15.21
	"Harrison County, IN"	"18061"	"2008"	"2008"	13.15
	"Hendricks County, IN"	"18063"	"2003"	"2003"	15.83
	"Hendricks County, IN"	"18063"	"2004"	"2004"	14.75
	"Hendricks County, IN"	"18063"	"2005"	"2005"	16.76
	"Hendricks County, IN"	"18063"	"2006"	"2006"	14.41
	"Hendricks County, IN"	"18063"	"2007"	"2007"	14.64
	"Hendricks County, IN"	"18063"	"2008"	"2008"	13.07
	"Henry County, IN"	"18065"	"2003"	"2003"	15.74
	"Henry County, IN"	"18065"	"2004"	"2004"	14.86
	"Henry County, IN"	"18065"	"2005"	"2005"	16.51
	"Henry County, IN"	"18065"	"2006"	"2006"	14.30
	"Henry County, IN"	"18065"	"2007"	"2007"	14.48
	"Henry County, IN"	"18065"	"2008"	"2008"	13.17
	"Howard County, IN"	"18067"	"2003"	"2003"	15.93
	"Howard County, IN"	"18067"	"2004"	"2004"	14.91
	"Howard County, IN"	"18067"	"2005"	"2005"	16.66
	"Howard County, IN"	"18067"	"2006"	"2006"	14.10
	"Howard County, IN"	"18067"	"2007"	"2007"	14.04
	"Howard County, IN"	"18067"	"2008"	"2008"	12.87
	"Huntington County, IN"	"18069"	"2003"	"2003"	15.68
	"Huntington County, IN"	"18069"	"2004"	"2004"	14.85
	"Huntington County, IN"	"18069"	"2005"	"2005"	16.41
	"Huntington County, IN"	"18069"	"2006"	"2006"	14.02
	"Huntington County, IN"	"18069"	"2007"	"2007"	13.81
	"Huntington County, IN"	"18069"	"2008"	"2008"	12.84
	"Jackson County, IN"	"18071"	"2003"	"2003"	15.63
	"Jackson County, IN"	"18071"	"2004"	"2004"	14.63
	"Jackson County, IN"	"18071"	"2005"	"2005"	16.65
	"Jackson County, IN"	"18071"	"2006"	"2006"	14.72
	"Jackson County, IN"	"18071"	"2007"	"2007"	15.26
	"Jackson County, IN"	"18071"	"2008"	"2008"	13.34
	"Jasper County, IN"	"18073"	"2003"	"2003"	15.81
	"Jasper County, IN"	"18073"	"2004"	"2004"	14.61
	"Jasper County, IN"	"18073"	"2005"	"2005"	16.53
	"Jasper County, IN"	"18073"	"2006"	"2006"	14.02
	"Jasper County, IN"	"18073"	"2007"	"2007"	13.95
	"Jasper County, IN"	"18073"	"2008"	"2008"	12.47
	"Jay County, IN"	"18075"	"2003"	"2003"	15.66
	"Jay County, IN"	"18075"	"2004"	"2004"	14.95
	"Jay County, IN"	"18075"	"2005"	"2005"	16.40
	"Jay County, IN"	"18075"	"2006"	"2006"	14.11
	"Jay County, IN"	"18075"	"2007"	"2007"	14.00
	"Jay County, IN"	"18075"	"2008"	"2008"	13.15
	"Jefferson County, IN"	"18077"	"2003"	"2003"	15.60
	"Jefferson County, IN"	"18077"	"2004"	"2004"	14.62
	"Jefferson County, IN"	"18077"	"2005"	"2005"	16.44
	"Jefferson County, IN"	"18077"	"2006"	"2006"	14.66
	"Jefferson County, IN"	"18077"	"2007"	"2007"	15.29
	"Jefferson County, IN"	"18077"	"2008"	"2008"	13.26
	"Jennings County, IN"	"18079"	"2003"	"2003"	15.67
	"Jennings County, IN"	"18079"	"2004"	"2004"	14.68
	"Jennings County, IN"	"18079"	"2005"	"2005"	16.56
	"Jennings County, IN"	"18079"	"2006"	"2006"	14.67
	"Jennings County, IN"	"18079"	"2007"	"2007"	15.29
	"Jennings County, IN"	"18079"	"2008"	"2008"	13.34
	"Johnson County, IN"	"18081"	"2003"	"2003"	15.74
	"Johnson County, IN"	"18081"	"2004"	"2004"	14.73
	"Johnson County, IN"	"18081"	"2005"	"2005"	16.68
	"Johnson County, IN"	"18081"	"2006"	"2006"	14.52
	"Johnson County, IN"	"18081"	"2007"	"2007"	14.88
	"Johnson County, IN"	"18081"	"2008"	"2008"	13.22
	"Knox County, IN"	"18083"	"2003"	"2003"	15.64
	"Knox County, IN"	"18083"	"2004"	"2004"	14.58
	"Knox County, IN"	"18083"	"2005"	"2005"	16.99
	"Knox County, IN"	"18083"	"2006"	"2006"	14.91
	"Knox County, IN"	"18083"	"2007"	"2007"	15.18
	"Knox County, IN"	"18083"	"2008"	"2008"	13.38
	"Kosciusko County, IN"	"18085"	"2003"	"2003"	15.52
	"Kosciusko County, IN"	"18085"	"2004"	"2004"	14.63
	"Kosciusko County, IN"	"18085"	"2005"	"2005"	16.25
	"Kosciusko County, IN"	"18085"	"2006"	"2006"	14.02
	"Kosciusko County, IN"	"18085"	"2007"	"2007"	13.79
	"Kosciusko County, IN"	"18085"	"2008"	"2008"	12.55
	"Lagrange County, IN"	"18087"	"2003"	"2003"	15.31
	"Lagrange County, IN"	"18087"	"2004"	"2004"	14.50
	"Lagrange County, IN"	"18087"	"2005"	"2005"	16.03
	"Lagrange County, IN"	"18087"	"2006"	"2006"	14.01
	"Lagrange County, IN"	"18087"	"2007"	"2007"	13.69
	"Lagrange County, IN"	"18087"	"2008"	"2008"	12.30
	"Lake County, IN"	"18089"	"2003"	"2003"	15.37
	"Lake County, IN"	"18089"	"2004"	"2004"	14.28
	"Lake County, IN"	"18089"	"2005"	"2005"	16.15
	"Lake County, IN"	"18089"	"2006"	"2006"	14.01
	"Lake County, IN"	"18089"	"2007"	"2007"	13.92
	"Lake County, IN"	"18089"	"2008"	"2008"	12.40
	"La Porte County, IN"	"18091"	"2003"	"2003"	15.27
	"La Porte County, IN"	"18091"	"2004"	"2004"	14.30
	"La Porte County, IN"	"18091"	"2005"	"2005"	16.04
	"La Porte County, IN"	"18091"	"2006"	"2006"	14.01
	"La Porte County, IN"	"18091"	"2007"	"2007"	13.84
	"La Porte County, IN"	"18091"	"2008"	"2008"	12.38
	"Lawrence County, IN"	"18093"	"2003"	"2003"	15.61
	"Lawrence County, IN"	"18093"	"2004"	"2004"	14.59
	"Lawrence County, IN"	"18093"	"2005"	"2005"	16.73
	"Lawrence County, IN"	"18093"	"2006"	"2006"	14.77
	"Lawrence County, IN"	"18093"	"2007"	"2007"	15.22
	"Lawrence County, IN"	"18093"	"2008"	"2008"	13.33
	"Madison County, IN"	"18095"	"2003"	"2003"	15.80
	"Madison County, IN"	"18095"	"2004"	"2004"	14.87
	"Madison County, IN"	"18095"	"2005"	"2005"	16.58
	"Madison County, IN"	"18095"	"2006"	"2006"	14.23
	"Madison County, IN"	"18095"	"2007"	"2007"	14.31
	"Madison County, IN"	"18095"	"2008"	"2008"	13.06
	"Marion County, IN"	"18097"	"2003"	"2003"	15.80
	"Marion County, IN"	"18097"	"2004"	"2004"	14.77
	"Marion County, IN"	"18097"	"2005"	"2005"	16.69
	"Marion County, IN"	"18097"	"2006"	"2006"	14.40
	"Marion County, IN"	"18097"	"2007"	"2007"	14.64
	"Marion County, IN"	"18097"	"2008"	"2008"	13.11
	"Marshall County, IN"	"18099"	"2003"	"2003"	15.44
	"Marshall County, IN"	"18099"	"2004"	"2004"	14.50
	"Marshall County, IN"	"18099"	"2005"	"2005"	16.19
	"Marshall County, IN"	"18099"	"2006"	"2006"	14.01
	"Marshall County, IN"	"18099"	"2007"	"2007"	13.82
	"Marshall County, IN"	"18099"	"2008"	"2008"	12.46
	"Martin County, IN"	"18101"	"2003"	"2003"	15.61
	"Martin County, IN"	"18101"	"2004"	"2004"	14.58
	"Martin County, IN"	"18101"	"2005"	"2005"	16.81
	"Martin County, IN"	"18101"	"2006"	"2006"	14.83
	"Martin County, IN"	"18101"	"2007"	"2007"	15.21
	"Martin County, IN"	"18101"	"2008"	"2008"	13.33
	"Miami County, IN"	"18103"	"2003"	"2003"	15.80
	"Miami County, IN"	"18103"	"2004"	"2004"	14.83
	"Miami County, IN"	"18103"	"2005"	"2005"	16.51
	"Miami County, IN"	"18103"	"2006"	"2006"	14.03
	"Miami County, IN"	"18103"	"2007"	"2007"	13.87
	"Miami County, IN"	"18103"	"2008"	"2008"	12.74
	"Monroe County, IN"	"18105"	"2003"	"2003"	15.65
	"Monroe County, IN"	"18105"	"2004"	"2004"	14.62
	"Monroe County, IN"	"18105"	"2005"	"2005"	16.76
	"Monroe County, IN"	"18105"	"2006"	"2006"	14.68
	"Monroe County, IN"	"18105"	"2007"	"2007"	15.13
	"Monroe County, IN"	"18105"	"2008"	"2008"	13.32
	"Montgomery County, IN"	"18107"	"2003"	"2003"	15.97
	"Montgomery County, IN"	"18107"	"2004"	"2004"	14.78
	"Montgomery County, IN"	"18107"	"2005"	"2005"	16.85
	"Montgomery County, IN"	"18107"	"2006"	"2006"	14.29
	"Montgomery County, IN"	"18107"	"2007"	"2007"	14.41
	"Montgomery County, IN"	"18107"	"2008"	"2008"	12.88
	"Morgan County, IN"	"18109"	"2003"	"2003"	15.75
	"Morgan County, IN"	"18109"	"2004"	"2004"	14.69
	"Morgan County, IN"	"18109"	"2005"	"2005"	16.75
	"Morgan County, IN"	"18109"	"2006"	"2006"	14.53
	"Morgan County, IN"	"18109"	"2007"	"2007"	14.87
	"Morgan County, IN"	"18109"	"2008"	"2008"	13.19
	"Newton County, IN"	"18111"	"2003"	"2003"	15.90
	"Newton County, IN"	"18111"	"2004"	"2004"	14.61
	"Newton County, IN"	"18111"	"2005"	"2005"	16.61
	"Newton County, IN"	"18111"	"2006"	"2006"	14.03
	"Newton County, IN"	"18111"	"2007"	"2007"	13.98
	"Newton County, IN"	"18111"	"2008"	"2008"	12.43
	"Noble County, IN"	"18113"	"2003"	"2003"	15.42
	"Noble County, IN"	"18113"	"2004"	"2004"	14.60
	"Noble County, IN"	"18113"	"2005"	"2005"	16.14
	"Noble County, IN"	"18113"	"2006"	"2006"	14.02
	"Noble County, IN"	"18113"	"2007"	"2007"	13.73
	"Noble County, IN"	"18113"	"2008"	"2008"	12.46
	"Ohio County, IN"	"18115"	"2003"	"2003"	15.69
	"Ohio County, IN"	"18115"	"2004"	"2004"	14.71
	"Ohio County, IN"	"18115"	"2005"	"2005"	16.41
	"Ohio County, IN"	"18115"	"2006"	"2006"	14.64
	"Ohio County, IN"	"18115"	"2007"	"2007"	15.36
	"Ohio County, IN"	"18115"	"2008"	"2008"	13.32
	"Orange County, IN"	"18117"	"2003"	"2003"	15.59
	"Orange County, IN"	"18117"	"2004"	"2004"	14.58
	"Orange County, IN"	"18117"	"2005"	"2005"	16.69
	"Orange County, IN"	"18117"	"2006"	"2006"	14.81
	"Orange County, IN"	"18117"	"2007"	"2007"	15.22
	"Orange County, IN"	"18117"	"2008"	"2008"	13.28
	"Owen County, IN"	"18119"	"2003"	"2003"	15.68
	"Owen County, IN"	"18119"	"2004"	"2004"	14.61
	"Owen County, IN"	"18119"	"2005"	"2005"	16.84
	"Owen County, IN"	"18119"	"2006"	"2006"	14.64
	"Owen County, IN"	"18119"	"2007"	"2007"	14.99
	"Owen County, IN"	"18119"	"2008"	"2008"	13.25
	"Parke County, IN"	"18121"	"2003"	"2003"	15.89
	"Parke County, IN"	"18121"	"2004"	"2004"	14.70
	"Parke County, IN"	"18121"	"2005"	"2005"	16.92
	"Parke County, IN"	"18121"	"2006"	"2006"	14.43
	"Parke County, IN"	"18121"	"2007"	"2007"	14.61
	"Parke County, IN"	"18121"	"2008"	"2008"	12.96
	"Perry County, IN"	"18123"	"2003"	"2003"	15.59
	"Perry County, IN"	"18123"	"2004"	"2004"	14.57
	"Perry County, IN"	"18123"	"2005"	"2005"	16.68
	"Perry County, IN"	"18123"	"2006"	"2006"	14.93
	"Perry County, IN"	"18123"	"2007"	"2007"	15.24
